solution|storagebackend|compparam|threadcount|runner|engine|format|indexon|idx|query|status|run1timeNS|run2timeNS|run3timeNS|run3memKB|run1ioKB|run2ioKB|run3ioKB|ressizeKB
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|0|load a partition into memory|success|50082807731||||0|||
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|-1|transform|success|64751566473||||0|||
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|-2|sort|success|48547959118||||0|||
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|-3|index|success|62211953323||||0|||
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|1|SELECT * FROM quote WHERE time < $1 + INTERVAL '8 hours'|success|620793675|625585382|582729906||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|2|SELECT * FROM trade WHERE seq=0|success|1056819|829835|785207||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|3|SELECT * FROM trade WHERE 0 < seq AND 0 < price AND time BETWEEN '-infinity'::TIMESTAMP AND 'infinity'::TIMESTAMP AND size < 2147483647|success|489563336|493979205|489200298||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|4|SELECT * FROM trade WHERE time BETWEEN $1 + INTERVAL '10 hours' AND $1 + INTERVAL '10 hours 10 seconds'|success|21848875|110234534|17439075||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|5|SELECT * FROM quote WHERE sym = $1 AND time BETWEEN $2 + INTERVAL '8 hours 30 minutes' AND $2 + INTERVAL '16 hours 30 minutes'|success|202565659|216047810|202828707||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|6|SELECT * FROM quote WHERE sym = $1 AND time BETWEEN $2 + INTERVAL '8 hours 30 minutes' AND $2 + INTERVAL '16 hours 30 minutes'|success|10239040797|10076639655|9667111496||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|7|SELECT * FROM quote WHERE sym IN $1 AND time BETWEEN $2 + INTERVAL '8 hours 30 minutes' AND $2 + INTERVAL '8 hours 35 minutes'|success|38980396|29470392|26841036||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|8|SELECT * FROM quote WHERE sym IN $1 AND time BETWEEN $2 + INTERVAL '8 hours 30 minutes' AND $2 + INTERVAL '8 hours 35 minutes'|success|68919036|71631829|97003142||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|9|SELECT sym, time, price, size, stop, cond, ex FROM trade WHERE source = 'N'|success|549035865|971227927|407579091||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|10|SELECT time, (bid + ask) / 2 AS mid FROM quote WHERE sym = $1|success|252976483|272491168|338238847||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|11|SELECT time, (bid + ask) / 2 AS mid FROM quote WHERE sym = $1|success|1395196135|1245387577|1626624497||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|12|SELECT time, (bid + ask) / 2 AS mid FROM (SELECT * FROM quote WHERE sym = $1)|success|326938586|267788395|269702720||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|13|SELECT time, (bid + ask) / 2 AS mid FROM (SELECT * FROM quote WHERE sym = $1)|success|1413052342|1254897001|1415285289||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|14|SELECT time, (bid + ask) / 2 AS mid FROM quote WHERE sym = $1 ORDER BY mid DESC, rowid ASC|success|293342994|257711424|252233939||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|15|SELECT time, (bid + ask) / 2 AS mid FROM quote WHERE sym = $1 ORDER BY mid DESC, rowid ASC|success|1339230770|1334562639|1060481308||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|16|SELECT sym, time, bid, ask, bsize, asize, cond, ex FROM quote WHERE sym = $1|success|474210566|295497913|305141679||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|17|SELECT sym, time, bid, ask, bsize, asize, cond, ex FROM quote WHERE sym = $1|success|4012428070|3087581512|3133853104||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|18|SELECT sym, time, bid, ask, bsize, asize, cond, ex FROM quote WHERE sym IN $1 AND 2000<bsize+asize|success|3775524857|3856416140|3882133356||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|19|SELECT sym, time, bid, ask, bsize, asize, cond, ex FROM quote WHERE sym IN $1 AND 2000<bsize+asize|success|35677365779|35682327623|35782737687||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|20|SELECT AVG((bsize * bid + asize * ask) / (bsize + asize)) AS avgLiqWMid FROM quote WHERE sym = $1|success|257460565|267044470|272284145||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|21|SELECT AVG((bsize * bid + asize * ask) / (bsize + asize)) AS avgLiqWMid FROM quote WHERE sym = $1|success|392197697|557981695|686012886||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|22|SELECT * RENAME bucket AS minute FROM (SELECT time_bucket(INTERVAL '10 minutes', time)::TIME AS bucket, ex, AVG((bsize * bid + asize * ask) / (bsize + asize)) AS avgLiqWMid FROM quote WHERE sym = $1 GROUP BY bucket, ex ORDER by bucket, ex)|success|260387601|444312728|267425957||0|0|0|
DuckDB (Index)|memory|nyi|16|Python|duckdb_con||sym|23|SELECT * RENAME bucket AS minute FROM (SELECT time_bucket(INTERVAL '10 minutes', time)::TIME AS bucket, ex, AVG((bsize * bid + asize * ask) / (bsize + asize)) AS avgLiqWMid FROM quote WHERE sym = $1 GROUP BY bucket, ex ORDER by bucket, ex)|success|1137278119|1151514270|1143011130||0|0|0|
